rank,product_type,lots,share_pct,cumulative_pct
2336,ларингоскоп,6,0.001,98.91
2337,альбендазол,6,0.001,98.91
2338,одноразовый,6,0.001,98.91
2339,мометазон,6,0.001,98.91
2340,упор,6,0.001,98.91
2341,электрокипятильник,6,0.001,98.91
2342,аспиратор,6,0.001,98.91
2343,средство дезактивация,6,0.001,98.92
2344,жёлоб,6,0.001,98.92
2345,метиленхлорид,6,0.001,98.92
2346,пароконвектомат,6,0.001,98.92
2347,термоусадка,6,0.001,98.92
2348,заявка,6,0.001,98.92
2349,предприятие,6,0.001,98.92
2350,вешать,6,0.001,98.92
2351,5546,6,0.001,98.93
2352,подкова,6,0.001,98.93
2353,kvm,6,0.001,98.93
2354,квадрат,6,0.001,98.93
2355,аппарат пускорегулировать,6,0.001,98.93
2356,качели,6,0.001,98.93
2357,мотовездеход,6,0.001,98.93
2358,средство индивидуальный,6,0.001,98.93
2359,левамизол,6,0.001,98.94
2360,ограничение,6,0.001,98.94
2361,штемпель,6,0.001,98.94
2362,соленоид,6,0.001,98.94
2363,предколонка,6,0.001,98.94
2364,войлок,6,0.001,98.94
2365,оксибупрокаин,6,0.001,98.94
2366,воротник,6,0.001,98.95
2367,прибор войсковой,6,0.001,98.95
2368,спор,6,0.001,98.95
2369,устройство ветеринарный,6,0.001,98.95
2370,система автоматический,6,0.001,98.95
2371,тюльпан,6,0.001,98.95
2372,хромтауска,6,0.001,98.95
2373,монтировка,6,0.001,98.95
2374,гравёр,6,0.001,98.96
2375,стеарат,6,0.001,98.96
2376,бензилпенициллин,6,0.001,98.96
2377,сорбент,6,0.001,98.96
2378,арсеназо,6,0.001,98.96
2379,6656,6,0.001,98.96
2380,асбест,6,0.001,98.96
2381,концевика,6,0.001,98.96
2382,глюкозаминилмурамилдипептид,6,0.001,98.97
